2018-10-11 17:46
【创业软件：证券简称拟变更为“创业慧康”】财联社10月11日讯，创业软件公告，为准确地反映公司的发展方向和业务特征，公司拟变更中文名称为“创业慧康科技股份有限公司，变更证券简称为“创业慧康”，同时新增物联网技术等经营范围。
2018-10-11 17:44
【我国科研人员在钙钛矿LED发光研究方面取得新突破】财联社10月11日讯，我国科研人员近日在钙钛矿LED发光研究方面取得新突破，他们利用低温溶液法，在钙钛矿发光层设计上提出了新思路，将近红外钙钛矿LED外量子效率提高到20.7%。相关研究成果于10月11日在《自然》杂志上在线发表。LED是一种能够将电能转化成光能的半导体电子元件，具有节能、环保、安全和高亮度等特点，在日常生活和生产中得到了广泛应用。近年来兴起的钙钛矿发光二极管兼具无机LED和有机发光二极管（OLED）的优势，在低能耗、高亮度、大尺寸显示与照明领域具有广阔应用前景。（新华社）
2018-10-11 17:43
【沃森生物：前三季度预计扭亏 自主疫苗产品净利润增长2.66倍】财联社10月11日讯，沃森生物披露业绩预告，公司今年前三季度预计扭亏为盈，实现盈利9000万元至9500万元，公司上年同期亏损3931.43万元。报告期内，公司自主疫苗产品营业收入及净利润分别增长71.78%、266.26%。
2018-10-11 17:42
财联社10月11日讯，韶钢松山预计前三季度净利28亿元，比上年同期增长56.42%。
2018-10-11 17:38
【永安行：拟3000万至5000万元回购股份】财联社10月11日讯，永安行公告，公司计划不低于3000万元，不超过5000万元的自有资金回购股份。回购价格不超过25元/股。本次回购的股份将作为公司后期股权激励计划或员工持股计划的股份来源。
2018-10-11 17:30
财联社10月11日讯，华晨中国发布公告称，沈阳金杯汽车以29亿元向宝马出售华晨宝马25%股权，宝马持股比例将升至75%；华晨中国将于10月12日上午9点恢复交易。
2018-10-11 17:29
【中粮生化：燃料乙醇价格上涨 前三季净利预增44%—62%】财联社10月11日讯，中粮生化公告，前三季预计盈利31000万元—35000万元，比上年同期增长44%—62%。公司积极响应国家去库存政策，将超期库存水稻、玉米转化为清洁能源，努力降低生产成本；在燃料乙醇价格上涨的同时，公司积极开拓市场，稳定战略客户，使产品销量和毛利增长。
2018-10-11 17:27
财联社10月11日讯，步步高公告，公司大股东拟增持1%-5%股份，增持股价不超过12元/股。
2018-10-11 17:25
【港交所与贵州省政府签署合作备忘录 支持及鼓励贵州企业赴港上市融资】财联社10月11日讯，香港交易所与贵州省人民政府昨日下午在香港金融大会堂签署合作备忘录，以设立双方沟通合作机制，共同研讨跨境直接融资等业务发展，在双方能力范围内支持及鼓励贵州企业赴港上市融资、发债和并购等，冀借助香港资本市场更好地服务贵州实体经济的发展。
2018-10-11 17:20
【独家电报| AP1000全球首堆项目三门核电1号机组通过临时验收 进入担保期】财联社10月11日讯，记者从中国核电获悉，11日三门核电举办一号机组临时验收会议，分别与西屋电气、国核工程、哈电三菱联合体、浙江火电签署临时验收证书，标志着三门核电一号机组进入担保期。此前，一号机组已完成合同规定的700小时示范运行和性能试验，各项性能指标达到合同约定，机组建造、安装、调试工作全部结束。内部人士表示，1号机组建设阶段已完成，这一阶段主要由国核、西屋负责；后期运营阶段，主要由中核负责，其他主体提供支持。（财联社记者 刘雪）
2018-10-11 17:14
【银保监会相关部门负责人：银行理财1万元起投 门槛还有可能再降】财联社10月11日讯，银保监会相关部门负责人透露，在将要出台的理财子公司业务规则中，将不再强制要求个人首次购买理财产品面签，理财产品销售起点也有望进一步降低。该负责人表示，对于市场机构反映的进一步降低理财产品销售起点等内容，拟在理财子公司业务规则中予以采纳。（新华社）
2018-10-11 17:07
【王新哲：加快建设现代化产业体系 推动工业通信业高质量发展】财联社10月11日讯，2018实体经济发展大会在江苏省无锡市召开。工信部总经济师王新哲表示，今年以来，我国工业发展稳中有进，战略性新兴产业快速发展，产业结构持续优化。与此同时，减税降费、疏通货币信贷政策传导机制、扩大开放、稳投资、促消费等政策措施紧密出台，有利于工业高质量发展的体制机制正在加快建立并不断完善。
2018-10-11 17:05
【山东潍坊严打八类恶意逃废金融债务行为】财联社10月11日讯，10月10日，潍坊市严厉打击恶意逃废银行债务工作会议在市级机关综合办公大楼召开。会议指出，要重点打击8类企业恶意逃废金融债务行为，包括：以转型改制、重组、分离、合并，破产，非正常交易等方式居意逃进、悬空、毁弃金融债务；不经债权金融单位同意擅自处置；为逃避偿债义努为他人提供担保；法律、审计、评估等中介机构出具虚假证明文件帮助情务人违庆金路压务侵言金电情权等行为。
2018-10-11 17:02
【A股大跌 中石油等公司集体发声：关注股价并努力提升公司业绩】财联社10月11日讯，今日A股大幅调整。收盘后，多家上市公司就股价波动进行回应：中国石油在回应“是否出手维护股价”时称，始终高度关注公司股价，注意到近期境内外股市波动，公司将努力提升公司业绩，实施灵活务实的派息政策；天圣制药称如股票出现收盘价连续20个交易日低于公司最近一期末经审计每股净资产的情形，则立即启动稳定股价预案；松芝股份称如有维护股价措施，将按规定进行披露；永鼎股份、博彦科技、瑞康医药等均表示生产经营正常。（证券时报）
2018-10-11 17:00
【国务院印发完善促进消费体制机制实施方案】财联社10月11日讯，国务院办公厅发布关于印发完善促进消费体制机制实施方案（2018—2020年）的通知，进一步放宽服务消费领域市场准入，制定出台海南建设国际旅游消费中心实施方案。完善促进实物消费结构升级的政策体系，大力发展住房租赁市场。促进汽车消费优化升级。继续实施新能源汽车车辆购置税优惠政策，完善新能源汽车积分管理制度。进一步扩大和升级信息消费。加大网络提速降费力度。加快推进第五代移动通信（5G）技术商用。推动消费税立法。制定出台新个人所得税法相关配套制度和措施，明确专项附加扣除的具体范围、标准和操作办法。积极开展个人税收递延型商业养老保险试点工作。充分利用现有资金渠道对服务消费予以支持。
2018-10-11 16:58
